file_name,samp_per_pix,n_rows_image,n_cols_image
1254593986.dcm,1,2294,1914
1562271088.dcm,1,2294,1914
1850049164.dcm,1,2294,1914
204658729.dcm,1,2294,1914
1304938525.dcm,1,4096,3328
1360210996.dcm,1,4096,3328
1755817482.dcm,1,4096,3328
1944167132.dcm,1,4096,3328
1965427653.dcm,1,4096,3328
2098815029.dcm,1,4096,3328
2129819839.dcm,1,4096,3328
384266027.dcm,1,4096,3328
890610627.dcm,1,4096,3328
1257970711.dcm,1,4096,3328
1478299263.dcm,1,4096,3328
1568362090.dcm,1,4096,3328
515721058.dcm,1,4096,3328
1337073335.dcm,1,4096,3328
1354118981.dcm,1,4096,3328
1678489594.dcm,1,4096,3328
1924068015.dcm,1,4096,3328
2123838450.dcm,1,4096,3328
2131971824.dcm,1,4096,3328
1032378064.dcm,1,4096,3328
1755564363.dcm,1,4096,3328
1769462022.dcm,1,4096,3328
896028438.dcm,1,4096,3328
1628809968.dcm,1,2294,1914
1921627184.dcm,1,2294,1914
207166210.dcm,1,2294,1914
297975391.dcm,1,2294,1914
720763642.dcm,1,2294,1914
963913445.dcm,1,2294,1914
1064981992.dcm,1,4096,3328
1359300337.dcm,1,4096,3328
1410118793.dcm,1,4096,3328
1554705481.dcm,1,4096,3328
1882823274.dcm,1,4096,3328
1972611132.dcm,1,4096,3328
2124088248.dcm,1,4096,3328
668792677.dcm,1,4096,3328
701508835.dcm,1,4096,3328
731558886.dcm,1,4096,3328
1255133797.dcm,1,4096,3328
1312820199.dcm,1,4096,3328
1588431313.dcm,1,4096,3328
1843897278.dcm,1,4096,3328
1981497047.dcm,1,4096,3328
764295951.dcm,1,4096,3328
1380435616.dcm,1,4096,3328
1430517157.dcm,1,4096,3328
662810675.dcm,1,4096,3328
675243140.dcm,1,4096,3328
1115407434.dcm,1,2776,2082
310676439.dcm,1,2776,2082
548967559.dcm,1,2776,2082
932325755.dcm,1,2776,2082
1202004086.dcm,1,4096,3328
1744313620.dcm,1,4096,3328
179998820.dcm,1,4096,3328
610177787.dcm,1,4096,3328
1186359392.dcm,1,4096,3328
178951917.dcm,1,4096,3328
1917037754.dcm,1,4096,3328
592754047.dcm,1,4096,3328
822401769.dcm,1,4096,3328
1008757857.dcm,1,3328,2560
146458153.dcm,1,3328,2560
1915717529.dcm,1,3328,2560
508458124.dcm,1,3328,2560
67829803.dcm,1,3328,2560
979654023.dcm,1,3328,2560
1190414207.dcm,1,4096,3328
1518993142.dcm,1,4096,3328
819167561.dcm,1,4096,3328
880607048.dcm,1,4096,3328
1800161208.dcm,1,2776,2082
1886714189.dcm,1,2776,2082
240180864.dcm,1,2776,2082
470054739.dcm,1,2776,2082
296842304.dcm,1,2294,1914
312401306.dcm,1,2294,1914
352537394.dcm,1,2294,1914
381537866.dcm,1,2294,1914
201651404.dcm,1,3328,2560
2047229278.dcm,1,3328,2560
707288377.dcm,1,3328,2560
95923382.dcm,1,3328,2560
119354333.dcm,1,2776,2082
1543352359.dcm,1,2776,2082
519233223.dcm,1,2776,2082
92838293.dcm,1,2776,2082
1091073762.dcm,1,5355,4915
1147417046.dcm,1,5355,4915
823833373.dcm,1,5355,4915
832482203.dcm,1,5355,4915
1013709651.dcm,1,4096,3328
1960565121.dcm,1,4096,3328
2142140513.dcm,1,4096,3328
651728459.dcm,1,4096,3328
817039288.dcm,1,4096,3328
1050316238.dcm,1,3328,2560
1570872113.dcm,1,3328,2560
1685196715.dcm,1,3328,2560
2137102260.dcm,1,3328,2560
1527923072.dcm,1,4096,3328
247314847.dcm,1,4096,3328
581849952.dcm,1,4096,3328
607250562.dcm,1,4096,3328
669248409.dcm,1,4096,3328
796802172.dcm,1,4096,3328
1706592735.dcm,1,3328,2560
291911454.dcm,1,3328,2560
314786612.dcm,1,3328,2560
427988005.dcm,1,3328,2560
1574911144.dcm,1,5355,4915
1638751333.dcm,1,5355,4915
724348472.dcm,1,5355,4915
830339959.dcm,1,5355,4915
1024013626.dcm,1,2776,2082
1555026194.dcm,1,2776,2082
1581740911.dcm,1,2776,2082
1823938150.dcm,1,2776,2082
72002603.dcm,1,2776,2082
997021319.dcm,1,2776,2082
1232093693.dcm,1,5928,4728
1610152411.dcm,1,5928,4728
2133111967.dcm,1,5928,4728
661973990.dcm,1,5928,4728
1028038075.dcm,1,5355,4915
2545700.dcm,1,5355,4915
471017030.dcm,1,5355,4915
717086316.dcm,1,5355,4915
1157986446.dcm,1,4096,3328
1579863481.dcm,1,4096,3328
510082388.dcm,1,4096,3328
623599968.dcm,1,4096,3328
882911803.dcm,1,4096,3328
1142008366.dcm,1,3062,2394
1472070176.dcm,1,3062,2394
1936020984.dcm,1,3062,2394
76323994.dcm,1,3062,2394
963291773.dcm,1,3062,2394
97944799.dcm,1,3062,2394
1047267015.dcm,1,2776,2082
1413621871.dcm,1,2776,2082
694378439.dcm,1,2776,2082
727603331.dcm,1,2776,2082
1651800575.dcm,1,5355,4915
175896419.dcm,1,5355,4915
804952622.dcm,1,5355,4915
920307797.dcm,1,5355,4915
1053531286.dcm,1,3328,2560
1123868544.dcm,1,3328,2560
1716906918.dcm,1,3328,2560
45585816.dcm,1,3328,2560
1486499374.dcm,1,4096,3328
1933434620.dcm,1,4096,3328
793085897.dcm,1,4096,3328
800768476.dcm,1,4096,3328
1041808333.dcm,1,3328,2560
1137354928.dcm,1,3328,2560
1489892126.dcm,1,3328,2560
486445012.dcm,1,3328,2560
524725288.dcm,1,3328,2560
1097556666.dcm,1,4096,3328
1337158608.dcm,1,4096,3328
1542259754.dcm,1,4096,3328
629300252.dcm,1,4096,3328
1005107875.dcm,1,2776,2082
1886008735.dcm,1,2776,2082
473809425.dcm,1,2776,2082
8788639.dcm,1,2776,2082
1299245641.dcm,1,2776,2082
1730732004.dcm,1,2776,2082
1917220319.dcm,1,2776,2082
378592024.dcm,1,2776,2082
112999024.dcm,1,3328,2560
1404439383.dcm,1,3328,2560
1478257825.dcm,1,3328,2560
166703297.dcm,1,3328,2560
547803217.dcm,1,3328,2560
1760762568.dcm,1,4096,3328
184664118.dcm,1,4096,3328
276355534.dcm,1,4096,3328
32619714.dcm,1,4096,3328
770511461.dcm,1,4096,3328
1346293721.dcm,1,4096,3328
290653497.dcm,1,4096,3328
364764853.dcm,1,4096,3328
859952170.dcm,1,4096,3328
1169777887.dcm,1,4096,3328
1184718487.dcm,1,4096,3328
218631748.dcm,1,4096,3328
527361370.dcm,1,4096,3328
105074564.dcm,1,4096,3328
1334184642.dcm,1,4096,3328
1965176579.dcm,1,4096,3328
393409553.dcm,1,4096,3328
50303129.dcm,1,4096,3328
956464582.dcm,1,4096,3328
1032522892.dcm,1,3062,2394
1268856671.dcm,1,3062,2394
132058890.dcm,1,3062,2394
1788398898.dcm,1,3062,2394
2109935413.dcm,1,3062,2394
1168644310.dcm,1,3328,2560
1709799439.dcm,1,3328,2560
193174087.dcm,1,3328,2560
2019778082.dcm,1,3328,2560
535308387.dcm,1,3328,2560
1035173405.dcm,1,4096,3328
1071999661.dcm,1,4096,3328
235254443.dcm,1,4096,3328
675659665.dcm,1,4096,3328
1483989904.dcm,1,3328,2560
1656568723.dcm,1,3328,2560
1828525385.dcm,1,3328,2560
965355636.dcm,1,3328,2560
1225833551.dcm,1,4096,3328
1602843224.dcm,1,4096,3328
1949521753.dcm,1,4096,3328
501031489.dcm,1,4096,3328
151571124.dcm,1,4096,3328
1662557146.dcm,1,4096,3328
696266296.dcm,1,4096,3328
983423578.dcm,1,4096,3328
297590422.dcm,1,2776,2082
599851854.dcm,1,2776,2082
639971512.dcm,1,2776,2082
777485453.dcm,1,2776,2082
1368212459.dcm,1,4096,3328
145985085.dcm,1,4096,3328
1879741101.dcm,1,4096,3328
2021999222.dcm,1,4096,3328
38658448.dcm,1,4096,3328
61280423.dcm,1,4096,3328
886379164.dcm,1,4096,3328
997958494.dcm,1,4096,3328
1258860518.dcm,1,3328,2560
1849326247.dcm,1,3328,2560
200160388.dcm,1,3328,2560
208414050.dcm,1,3328,2560
1304128603.dcm,1,4096,3328
1729733002.dcm,1,4096,3328
1887938660.dcm,1,4096,3328
986417405.dcm,1,4096,3328
1060245102.dcm,1,4096,3328
1082870682.dcm,1,4096,3328
1122890233.dcm,1,4096,3328
166022770.dcm,1,4096,3328
2125678792.dcm,1,4096,3328
1561995561.dcm,1,4096,3328
1714076506.dcm,1,4096,3328
259957171.dcm,1,4096,3328
942122613.dcm,1,4096,3328
1090619672.dcm,1,5928,4728
1760912344.dcm,1,5928,4728
1969805903.dcm,1,5928,4728
920314108.dcm,1,5928,4728
1730861314.dcm,1,5355,4915
2099609941.dcm,1,5355,4915
2110362430.dcm,1,5355,4915
334975624.dcm,1,5355,4915
745645672.dcm,1,5355,4915
943240496.dcm,1,5355,4915
1268363533.dcm,1,3062,2394
1276548204.dcm,1,3062,2394
1803909503.dcm,1,3062,2394
1898725373.dcm,1,3062,2394
1802608193.dcm,1,2776,2082
200446857.dcm,1,2776,2082
508335931.dcm,1,2776,2082
571695314.dcm,1,2776,2082
1226844762.dcm,1,2776,2082
1467806114.dcm,1,2776,2082
1739334088.dcm,1,2776,2082
924803420.dcm,1,2776,2082
1137236673.dcm,1,3328,2560
1516348274.dcm,1,3328,2560
416273966.dcm,1,3328,2560
64688863.dcm,1,3328,2560
914225455.dcm,1,3328,2560
1199862174.dcm,1,5355,4915
130044028.dcm,1,5355,4915
1378368622.dcm,1,5355,4915
1431218650.dcm,1,5355,4915
1686277887.dcm,1,5355,4915
1711036386.dcm,1,5355,4915
1481131912.dcm,1,3328,2560
1805878929.dcm,1,3328,2560
1823491954.dcm,1,3328,2560
2146806768.dcm,1,3328,2560
293621910.dcm,1,3328,2560
1374756826.dcm,1,5355,4915
1496707973.dcm,1,5355,4915
439019327.dcm,1,5355,4915
646528995.dcm,1,5355,4915
1346201856.dcm,1,3328,2560
1413492927.dcm,1,3328,2560
316903917.dcm,1,3328,2560
853718482.dcm,1,3328,2560
1370047673.dcm,1,2776,2082
1937547544.dcm,1,2776,2082
1945510296.dcm,1,2776,2082
941250537.dcm,1,2776,2082
1187265667.dcm,1,2776,2082
1585641179.dcm,1,2776,2082
648225465.dcm,1,2776,2082
721033804.dcm,1,2776,2082
1794316208.dcm,1,3328,2560
2059636334.dcm,1,3328,2560
235708697.dcm,1,3328,2560
608704305.dcm,1,3328,2560
1308260655.dcm,1,2776,2082
1334753760.dcm,1,2776,2082
2018133268.dcm,1,2776,2082
2133086127.dcm,1,2776,2082
383575280.dcm,1,2776,2082
865615456.dcm,1,2776,2082
1327393169.dcm,1,3328,2560
1941573713.dcm,1,3328,2560
2091447350.dcm,1,3328,2560
389752507.dcm,1,3328,2560
807344878.dcm,1,3328,2560
1140620255.dcm,1,4096,3328
158356363.dcm,1,4096,3328
1695387394.dcm,1,4096,3328
441643532.dcm,1,4096,3328
1214323095.dcm,1,3062,2394
1518655897.dcm,1,3062,2394
1845118614.dcm,1,3062,2394
302708359.dcm,1,3062,2394
31473718.dcm,1,3062,2394
53495900.dcm,1,3062,2394
1161296985.dcm,1,2294,1914
182970904.dcm,1,2294,1914
429774757.dcm,1,2294,1914
791444381.dcm,1,2294,1914
1063196710.dcm,1,3328,2560
1158116146.dcm,1,3328,2560
1338101089.dcm,1,3328,2560
696362197.dcm,1,3328,2560
1322849782.dcm,1,4096,3328
2091552199.dcm,1,4096,3328
40754847.dcm,1,4096,3328
407809416.dcm,1,4096,3328
1231203421.dcm,1,4096,3328
2011136561.dcm,1,4096,3328
632449209.dcm,1,4096,3328
749484746.dcm,1,4096,3328
1314959428.dcm,1,4096,3328
1715220515.dcm,1,4096,3328
373961418.dcm,1,4096,3328
552250723.dcm,1,4096,3328
1283747049.dcm,1,4096,3328
1913983896.dcm,1,4096,3328
616225938.dcm,1,4096,3328
998350130.dcm,1,4096,3328
1194631448.dcm,1,3328,2560
1365717634.dcm,1,3328,2560
1894863120.dcm,1,3328,2560
404924717.dcm,1,3328,2560
500782583.dcm,1,3328,2560
790335674.dcm,1,3328,2560
1192125866.dcm,1,3328,2560
186672063.dcm,1,3328,2560
193947918.dcm,1,3328,2560
491516237.dcm,1,3328,2560
540645937.dcm,1,3328,2560
1078609511.dcm,1,2776,2082
1128835856.dcm,1,2776,2082
1326743098.dcm,1,2776,2082
80536621.dcm,1,2776,2082
97963504.dcm,1,2776,2082
163358371.dcm,1,4096,3328
1728260868.dcm,1,4096,3328
1785224188.dcm,1,4096,3328
2077717155.dcm,1,4096,3328
1354474375.dcm,1,5355,4915
1483738809.dcm,1,5355,4915
2006080658.dcm,1,5355,4915
552177042.dcm,1,5355,4915
1288044834.dcm,1,3328,2560
1649104722.dcm,1,3328,2560
464247139.dcm,1,3328,2560
926832314.dcm,1,3328,2560
1202934791.dcm,1,4096,3328
1487267432.dcm,1,4096,3328
1799334176.dcm,1,4096,3328
2072094084.dcm,1,4096,3328
1042366360.dcm,1,5355,4915
1625580441.dcm,1,5355,4915
436480937.dcm,1,5355,4915
739339325.dcm,1,5355,4915
1051741798.dcm,1,5355,4915
1854993818.dcm,1,5355,4915
366229959.dcm,1,5355,4915
398110559.dcm,1,5355,4915
2001414225.dcm,1,5355,4915
227470912.dcm,1,5355,4915
664668432.dcm,1,5355,4915
796246090.dcm,1,5355,4915
1260398934.dcm,1,5355,4915
149152637.dcm,1,5355,4915
513497960.dcm,1,5355,4915
920112203.dcm,1,5355,4915
1289714022.dcm,1,4096,3328
1708780772.dcm,1,4096,3328
1742985412.dcm,1,4096,3328
625370463.dcm,1,4096,3328
138603980.dcm,1,4096,3328
2011779962.dcm,1,4096,3328
2040848545.dcm,1,4096,3328
462754287.dcm,1,4096,3328
1719980126.dcm,1,4096,3328
1750077160.dcm,1,4096,3328
1931024505.dcm,1,4096,3328
358442953.dcm,1,4096,3328
1129987421.dcm,1,3328,2560
1335115222.dcm,1,3328,2560
1398764972.dcm,1,3328,2560
1586149541.dcm,1,3328,2560
208340179.dcm,1,3328,2560
2114024528.dcm,1,3328,2560
357843412.dcm,1,3328,2560
67407712.dcm,1,3328,2560
720890875.dcm,1,3328,2560
995502750.dcm,1,3328,2560
1017441251.dcm,1,3328,2560
1301721360.dcm,1,3328,2560
132355752.dcm,1,3328,2560
326653717.dcm,1,3328,2560
527092625.dcm,1,3328,2560
852762995.dcm,1,3328,2560
1714156940.dcm,1,2776,2082
409921956.dcm,1,2776,2082
444459118.dcm,1,2776,2082
645536823.dcm,1,2776,2082
1821648417.dcm,1,2776,2082
1959241067.dcm,1,2776,2082
525083202.dcm,1,2776,2082
77581347.dcm,1,2776,2082
1495685600.dcm,1,4096,3328
424638412.dcm,1,4096,3328
87305659.dcm,1,4096,3328
960563463.dcm,1,4096,3328
1058165527.dcm,1,5355,4915
2032035792.dcm,1,5355,4915
240728482.dcm,1,5355,4915
510030105.dcm,1,5355,4915
1109617072.dcm,1,4096,3328
1418359008.dcm,1,4096,3328
1674604550.dcm,1,4096,3328
956856170.dcm,1,4096,3328
2034555755.dcm,1,2776,2082
2119109570.dcm,1,2776,2082
673276310.dcm,1,2776,2082
957373621.dcm,1,2776,2082
1056640405.dcm,1,4096,3328
1406633682.dcm,1,4096,3328
1547893079.dcm,1,4096,3328
1859606063.dcm,1,4096,3328
1998252383.dcm,1,4096,3328
902217483.dcm,1,4096,3328
1540681877.dcm,1,2776,2082
154123032.dcm,1,2776,2082
1599011666.dcm,1,2776,2082
785532366.dcm,1,2776,2082
1111416410.dcm,1,4096,3328
1362210397.dcm,1,4096,3328
1462078398.dcm,1,4096,3328
788897862.dcm,1,4096,3328
1616837299.dcm,1,4096,3328
1916413459.dcm,1,4096,3328
23010700.dcm,1,4096,3328
855604273.dcm,1,4096,3328
1716752635.dcm,1,3328,2560
2035280828.dcm,1,3328,2560
263673742.dcm,1,3328,2560
887546444.dcm,1,3328,2560
948663424.dcm,1,3328,2560
1054354919.dcm,1,4096,3328
1578532750.dcm,1,4096,3328
1723648724.dcm,1,4096,3328
176884787.dcm,1,4096,3328
1833948601.dcm,1,4096,3328
1212582559.dcm,1,5355,4915
143752167.dcm,1,5355,4915
1612565445.dcm,1,5355,4915
1835335748.dcm,1,5355,4915
1609624808.dcm,1,4096,3328
1901926327.dcm,1,4096,3328
365374815.dcm,1,4096,3328
906406045.dcm,1,4096,3328
138643207.dcm,1,2776,2082
1717639904.dcm,1,2776,2082
1861926679.dcm,1,2776,2082
690682255.dcm,1,2776,2082
1112118796.dcm,1,4096,3328
1203705314.dcm,1,4096,3328
1464184328.dcm,1,4096,3328
1514035793.dcm,1,4096,3328
250235748.dcm,1,4096,3328
586322019.dcm,1,4096,3328
625580223.dcm,1,4096,3328
891228696.dcm,1,4096,3328
1510675936.dcm,1,3328,2560
316917520.dcm,1,3328,2560
445070147.dcm,1,3328,2560
775213200.dcm,1,3328,2560
168646162.dcm,1,4096,3328
57826229.dcm,1,4096,3328
779474300.dcm,1,4096,3328
806226495.dcm,1,4096,3328
1296966465.dcm,1,4096,3328
1841494233.dcm,1,4096,3328
216426126.dcm,1,4096,3328
240611679.dcm,1,4096,3328
80188939.dcm,1,4096,3328
1075249208.dcm,1,5355,4915
19625136.dcm,1,5355,4915
765441895.dcm,1,5355,4915
961867815.dcm,1,5355,4915
1373774616.dcm,1,4096,3328
1554306748.dcm,1,4096,3328
1661874953.dcm,1,4096,3328
1922513100.dcm,1,4096,3328
1972405840.dcm,1,2776,2082
2073843645.dcm,1,2776,2082
493255769.dcm,1,2776,2082
858998713.dcm,1,2776,2082
1152280337.dcm,1,4096,3328
1356552280.dcm,1,4096,3328
1639643767.dcm,1,4096,3328
2021147428.dcm,1,4096,3328
1072935539.dcm,1,4096,3328
1168385809.dcm,1,4096,3328
2094770342.dcm,1,4096,3328
367689810.dcm,1,4096,3328
115875739.dcm,1,4096,3328
404415784.dcm,1,4096,3328
569574989.dcm,1,4096,3328
808499726.dcm,1,4096,3328
1257546447.dcm,1,2294,1914
128639905.dcm,1,2294,1914
1415296112.dcm,1,2294,1914
1736882055.dcm,1,2294,1914
1420941034.dcm,1,4096,3328
1474328924.dcm,1,4096,3328
2120382809.dcm,1,4096,3328
42258955.dcm,1,4096,3328
1229936194.dcm,1,4096,3328
1882390147.dcm,1,4096,3328
1979030400.dcm,1,4096,3328
467528032.dcm,1,4096,3328
125505230.dcm,1,5355,4915
1911355017.dcm,1,5355,4915
696810459.dcm,1,5355,4915
93938171.dcm,1,5355,4915
417517575.dcm,1,4740,3540
460153763.dcm,1,4740,3540
674131781.dcm,1,4740,3540
988688370.dcm,1,4740,3540
1300807370.dcm,1,4096,3328
160734973.dcm,1,4096,3328
599892937.dcm,1,4096,3328
840668811.dcm,1,4096,3328
1151289361.dcm,1,3328,2560
1644872951.dcm,1,3328,2560
2129040024.dcm,1,3328,2560
544687043.dcm,1,3328,2560
1474670582.dcm,1,3328,2560
168941800.dcm,1,3328,2560
177138270.dcm,1,3328,2560
2087709433.dcm,1,3328,2560
235404498.dcm,1,3328,2560
1726024052.dcm,1,2776,2082
2095283740.dcm,1,2776,2082
73851250.dcm,1,2776,2082
911086598.dcm,1,2776,2082
1200034127.dcm,1,4096,3328
1511700600.dcm,1,4096,3328
831724330.dcm,1,4096,3328
916167518.dcm,1,4096,3328
1127383363.dcm,1,2776,2082
1631466081.dcm,1,2776,2082
294515350.dcm,1,2776,2082
998598773.dcm,1,2776,2082
130651192.dcm,1,4096,3328
1456403156.dcm,1,4096,3328
1687873271.dcm,1,4096,3328
922231165.dcm,1,4096,3328
1437364330.dcm,1,2776,2082
2140651207.dcm,1,2776,2082
369984165.dcm,1,2776,2082
811841522.dcm,1,2776,2082
32348132.dcm,1,2776,2082
384293957.dcm,1,2776,2082
39827502.dcm,1,2776,2082
442291990.dcm,1,2776,2082
1240588204.dcm,1,4096,3328
126141081.dcm,1,4096,3328
1548226269.dcm,1,4096,3328
1552341425.dcm,1,4096,3328
250187774.dcm,1,4096,3328
352704528.dcm,1,4096,3328
910482262.dcm,1,4096,3328
171835361.dcm,1,4096,3328
1944896931.dcm,1,4096,3328
1947795709.dcm,1,4096,3328
314930137.dcm,1,4096,3328
1292061059.dcm,1,5355,4915
1331870100.dcm,1,5355,4915
136588718.dcm,1,5355,4915
1801697858.dcm,1,5355,4915
1361421280.dcm,1,2776,2082
29638538.dcm,1,2776,2082
49008271.dcm,1,2776,2082
650790897.dcm,1,2776,2082
1038707224.dcm,1,4096,3328
1431558021.dcm,1,4096,3328
210277564.dcm,1,4096,3328
995112074.dcm,1,4096,3328
1058571274.dcm,1,4096,3328
224382746.dcm,1,4096,3328
458057613.dcm,1,4096,3328
490602128.dcm,1,4096,3328
606823798.dcm,1,4096,3328
1562744256.dcm,1,2776,2082
214951113.dcm,1,2776,2082
421328830.dcm,1,2776,2082
625546540.dcm,1,2776,2082
1785336144.dcm,1,3062,2394
1825580114.dcm,1,3062,2394
50442713.dcm,1,3062,2394
67024238.dcm,1,3062,2394
847125767.dcm,1,3062,2394
1072136438.dcm,1,2776,2082
1247917439.dcm,1,2776,2082
1818346637.dcm,1,2776,2082
1979067495.dcm,1,2776,2082
1281657212.dcm,1,4096,3328
2041079256.dcm,1,4096,3328
389741982.dcm,1,4096,3328
459601367.dcm,1,4096,3328
123753626.dcm,1,4096,3328
1409991052.dcm,1,4096,3328
1860664636.dcm,1,4096,3328
2025410109.dcm,1,4096,3328
1059875555.dcm,1,4096,3328
112390768.dcm,1,4096,3328
26698955.dcm,1,4096,3328
743225416.dcm,1,4096,3328
1167406220.dcm,1,4096,3328
1412866247.dcm,1,4096,3328
1975245585.dcm,1,4096,3328
2094273074.dcm,1,4096,3328
251606738.dcm,1,4096,3328
400647601.dcm,1,4096,3328
1145846831.dcm,1,4096,3328
1257905746.dcm,1,4096,3328
1826741929.dcm,1,4096,3328
433403225.dcm,1,4096,3328
892766786.dcm,1,4096,3328
1258195376.dcm,1,3328,2560
1581687486.dcm,1,3328,2560
1984020825.dcm,1,3328,2560
318145499.dcm,1,3328,2560
602126376.dcm,1,3328,2560
917413880.dcm,1,3328,2560
1218093044.dcm,1,3328,2560
2047388208.dcm,1,3328,2560
570131848.dcm,1,3328,2560
607307276.dcm,1,3328,2560
713825391.dcm,1,3328,2560
1046707454.dcm,1,2294,1914
1702217783.dcm,1,2294,1914
2101614615.dcm,1,2294,1914
286229029.dcm,1,2294,1914
670733660.dcm,1,2294,1914
1161080405.dcm,1,5355,4915
1520800990.dcm,1,5355,4915
507697436.dcm,1,5355,4915
767714045.dcm,1,5355,4915
1409794595.dcm,1,4096,3328
2038581515.dcm,1,4096,3328
2042525373.dcm,1,4096,3328
257020630.dcm,1,4096,3328
1136776850.dcm,1,4096,3328
1824642656.dcm,1,4096,3328
254358067.dcm,1,4096,3328
78519820.dcm,1,4096,3328
1033756138.dcm,1,5355,4915
15061019.dcm,1,5355,4915
1586868097.dcm,1,5355,4915
1892962647.dcm,1,5355,4915
1318175028.dcm,1,5355,4915
1506661000.dcm,1,5355,4915
1649142549.dcm,1,5355,4915
278987868.dcm,1,5355,4915
1964781627.dcm,1,4096,3328
322533645.dcm,1,4096,3328
44605717.dcm,1,4096,3328
482017774.dcm,1,4096,3328
1558073439.dcm,1,3328,2560
1627619875.dcm,1,3328,2560
1946684221.dcm,1,3328,2560
1994550311.dcm,1,3328,2560
968492660.dcm,1,3328,2560
1620805202.dcm,1,5355,4915
710007200.dcm,1,5355,4915
76658540.dcm,1,5355,4915
987236016.dcm,1,5355,4915
1036298400.dcm,1,4096,3328
1585194291.dcm,1,4096,3328
1818052567.dcm,1,4096,3328
208442321.dcm,1,4096,3328
2130448144.dcm,1,4096,3328
237255514.dcm,1,4096,3328
241028265.dcm,1,4096,3328
293255268.dcm,1,4096,3328
68578394.dcm,1,4096,3328
103182940.dcm,1,4096,3328
1395629548.dcm,1,4096,3328
397720063.dcm,1,4096,3328
495212874.dcm,1,4096,3328
1084704283.dcm,1,4096,3328
1445827309.dcm,1,4096,3328
1730101602.dcm,1,4096,3328
2104584998.dcm,1,4096,3328
1084177574.dcm,1,4096,3328
116996266.dcm,1,4096,3328
595976051.dcm,1,4096,3328
81350501.dcm,1,4096,3328
1318979341.dcm,1,2776,2082
655538562.dcm,1,2776,2082
703119224.dcm,1,2776,2082
765497813.dcm,1,2776,2082
1027416501.dcm,1,4096,3328
1232188529.dcm,1,4096,3328
1921877053.dcm,1,4096,3328
974626765.dcm,1,4096,3328
1345263584.dcm,1,4096,3328
34548174.dcm,1,4096,3328
408493814.dcm,1,4096,3328
997227783.dcm,1,4096,3328
1025060726.dcm,1,2776,2082
2002752555.dcm,1,2776,2082
241285169.dcm,1,2776,2082
57911503.dcm,1,2776,2082
1514677842.dcm,1,2776,2082
1652020010.dcm,1,2776,2082
258382099.dcm,1,2776,2082
262092920.dcm,1,2776,2082
102674434.dcm,1,2776,2082
1199651985.dcm,1,2776,2082
1717644786.dcm,1,2776,2082
2145608957.dcm,1,2776,2082
1250227894.dcm,1,3328,2560
1631523792.dcm,1,3328,2560
1714554973.dcm,1,3328,2560
466353213.dcm,1,3328,2560
517593109.dcm,1,3328,2560
985089820.dcm,1,3328,2560
1592804515.dcm,1,3062,2394
1980607998.dcm,1,3062,2394
2056149529.dcm,1,3062,2394
624560906.dcm,1,3062,2394
1544292379.dcm,1,2776,2082
1664814193.dcm,1,2776,2082
346547072.dcm,1,2776,2082
902833486.dcm,1,2776,2082
1403851821.dcm,1,4096,3328
1627631154.dcm,1,4096,3328
2105016619.dcm,1,4096,3328
587816237.dcm,1,4096,3328
958966721.dcm,1,4096,3328
1101850618.dcm,1,3328,2560
1582223047.dcm,1,3328,2560
1659315317.dcm,1,3328,2560
494181445.dcm,1,3328,2560
1346608677.dcm,1,4096,3328
1510140035.dcm,1,4096,3328
1534521967.dcm,1,4096,3328
1558826157.dcm,1,4096,3328
1572706896.dcm,1,4096,3328
622721006.dcm,1,4096,3328
107301695.dcm,1,3328,2560
1445458891.dcm,1,3328,2560
1878123034.dcm,1,3328,2560
513700051.dcm,1,3328,2560
106769591.dcm,1,5355,4915
303683770.dcm,1,5355,4915
321081769.dcm,1,5355,4915
590729466.dcm,1,5355,4915
1364604545.dcm,1,2294,1914
322570838.dcm,1,2294,1914
858534057.dcm,1,2294,1914
927003879.dcm,1,2294,1914
1386658780.dcm,1,5355,4915
1693646039.dcm,1,5355,4915
1932803931.dcm,1,5355,4915
635677562.dcm,1,5355,4915
1132308904.dcm,1,2294,1914
1592690463.dcm,1,2294,1914
1824237122.dcm,1,2294,1914
1956851180.dcm,1,2294,1914
1485512681.dcm,1,3328,2560
1631220324.dcm,1,3328,2560
267989650.dcm,1,3328,2560
691634152.dcm,1,3328,2560
995757484.dcm,1,3328,2560
1176965954.dcm,1,5355,4915
256852696.dcm,1,5355,4915
753203052.dcm,1,5355,4915
887160780.dcm,1,5355,4915
1040561215.dcm,1,4096,3328
1180925638.dcm,1,4096,3328
2125414138.dcm,1,4096,3328
611302931.dcm,1,4096,3328
1248131204.dcm,1,4096,3328
1522177208.dcm,1,4096,3328
46714268.dcm,1,4096,3328
781784565.dcm,1,4096,3328
1305920888.dcm,1,5355,4915
1442743870.dcm,1,5355,4915
1460725288.dcm,1,5355,4915
1957127166.dcm,1,5355,4915
1267141129.dcm,1,4096,3328
1767765653.dcm,1,4096,3328
200868993.dcm,1,4096,3328
831469095.dcm,1,4096,3328
1355950106.dcm,1,4096,3328
1882452353.dcm,1,4096,3328
2036381479.dcm,1,4096,3328
439936687.dcm,1,4096,3328
1276943090.dcm,1,4096,3328
283028043.dcm,1,4096,3328
446483547.dcm,1,4096,3328
693976589.dcm,1,4096,3328
1414170032.dcm,1,4096,3328
263728213.dcm,1,4096,3328
757285444.dcm,1,4096,3328
763366401.dcm,1,4096,3328
