file_name,transfer_syntax_uid
1882529035.dcm,1.2.840.10008.1.2.4.70
1888327246.dcm,1.2.840.10008.1.2.4.70
2044790470.dcm,1.2.840.10008.1.2.4.70
430852925.dcm,1.2.840.10008.1.2.4.70
1731813693.dcm,1.2.840.10008.1.2.4.70
2054502722.dcm,1.2.840.10008.1.2.4.70
807514588.dcm,1.2.840.10008.1.2.4.70
88362075.dcm,1.2.840.10008.1.2.4.70
1616060264.dcm,1.2.840.10008.1.2.4.70
178718209.dcm,1.2.840.10008.1.2.4.70
2020086454.dcm,1.2.840.10008.1.2.4.70
714369984.dcm,1.2.840.10008.1.2.4.70
1764885993.dcm,1.2.840.10008.1.2.4.90
1782431141.dcm,1.2.840.10008.1.2.4.90
480861410.dcm,1.2.840.10008.1.2.4.90
759983245.dcm,1.2.840.10008.1.2.4.90
1055563082.dcm,1.2.840.10008.1.2.4.90
1188778980.dcm,1.2.840.10008.1.2.4.90
675880573.dcm,1.2.840.10008.1.2.4.90
747635042.dcm,1.2.840.10008.1.2.4.90
1022668646.dcm,1.2.840.10008.1.2.4.90
1865695872.dcm,1.2.840.10008.1.2.4.90
837905419.dcm,1.2.840.10008.1.2.4.90
88519339.dcm,1.2.840.10008.1.2.4.90
1504571278.dcm,1.2.840.10008.1.2.4.90
1943670282.dcm,1.2.840.10008.1.2.4.90
2092314384.dcm,1.2.840.10008.1.2.4.90
281968524.dcm,1.2.840.10008.1.2.4.90
1114565395.dcm,1.2.840.10008.1.2.4.70
1482848968.dcm,1.2.840.10008.1.2.4.70
396032588.dcm,1.2.840.10008.1.2.4.70
508077934.dcm,1.2.840.10008.1.2.4.70
1522851749.dcm,1.2.840.10008.1.2.4.90
1884333845.dcm,1.2.840.10008.1.2.4.90
406210123.dcm,1.2.840.10008.1.2.4.90
656099899.dcm,1.2.840.10008.1.2.4.90
168319958.dcm,1.2.840.10008.1.2.4.70
1859848729.dcm,1.2.840.10008.1.2.4.70
499730593.dcm,1.2.840.10008.1.2.4.70
55778133.dcm,1.2.840.10008.1.2.4.70
1426276370.dcm,1.2.840.10008.1.2.4.70
1858829108.dcm,1.2.840.10008.1.2.4.70
527845575.dcm,1.2.840.10008.1.2.4.70
669385462.dcm,1.2.840.10008.1.2.4.70
1380357730.dcm,1.2.840.10008.1.2.4.90
1983422125.dcm,1.2.840.10008.1.2.4.90
538748124.dcm,1.2.840.10008.1.2.4.90
820033031.dcm,1.2.840.10008.1.2.4.90
354738951.dcm,1.2.840.10008.1.2.4.70
559075911.dcm,1.2.840.10008.1.2.4.70
610699527.dcm,1.2.840.10008.1.2.4.70
703413625.dcm,1.2.840.10008.1.2.4.70
1435103117.dcm,1.2.840.10008.1.2.4.70
1526215300.dcm,1.2.840.10008.1.2.4.70
228062348.dcm,1.2.840.10008.1.2.4.70
384702285.dcm,1.2.840.10008.1.2.4.70
1031093526.dcm,1.2.840.10008.1.2.4.90
1190916559.dcm,1.2.840.10008.1.2.4.90
414672759.dcm,1.2.840.10008.1.2.4.90
765280151.dcm,1.2.840.10008.1.2.4.90
1218939730.dcm,1.2.840.10008.1.2.4.70
1289574047.dcm,1.2.840.10008.1.2.4.70
1297379916.dcm,1.2.840.10008.1.2.4.70
1435663649.dcm,1.2.840.10008.1.2.4.70
156027166.dcm,1.2.840.10008.1.2.4.70
1631496597.dcm,1.2.840.10008.1.2.4.70
1828235806.dcm,1.2.840.10008.1.2.4.70
40571369.dcm,1.2.840.10008.1.2.4.70
657293640.dcm,1.2.840.10008.1.2.4.70
103218839.dcm,1.2.840.10008.1.2.4.90
1045635134.dcm,1.2.840.10008.1.2.4.90
1308889939.dcm,1.2.840.10008.1.2.4.90
1315445761.dcm,1.2.840.10008.1.2.4.90
1952836407.dcm,1.2.840.10008.1.2.4.90
582128687.dcm,1.2.840.10008.1.2.4.90
1307513563.dcm,1.2.840.10008.1.2.4.70
1390034646.dcm,1.2.840.10008.1.2.4.70
2055941285.dcm,1.2.840.10008.1.2.4.70
2132653009.dcm,1.2.840.10008.1.2.4.70
1011374421.dcm,1.2.840.10008.1.2.4.70
1152713088.dcm,1.2.840.10008.1.2.4.70
1171672801.dcm,1.2.840.10008.1.2.4.70
374223336.dcm,1.2.840.10008.1.2.4.70
1049187439.dcm,1.2.840.10008.1.2.4.90
1107963771.dcm,1.2.840.10008.1.2.4.90
526942482.dcm,1.2.840.10008.1.2.4.90
682386429.dcm,1.2.840.10008.1.2.4.90
1150615250.dcm,1.2.840.10008.1.2.4.90
18639914.dcm,1.2.840.10008.1.2.4.90
2009519708.dcm,1.2.840.10008.1.2.4.90
294773658.dcm,1.2.840.10008.1.2.4.90
405597430.dcm,1.2.840.10008.1.2.4.90
1206325026.dcm,1.2.840.10008.1.2.4.90
1629293435.dcm,1.2.840.10008.1.2.4.90
1917395751.dcm,1.2.840.10008.1.2.4.90
1982918617.dcm,1.2.840.10008.1.2.4.90
12518529.dcm,1.2.840.10008.1.2.4.90
2074983240.dcm,1.2.840.10008.1.2.4.90
331317518.dcm,1.2.840.10008.1.2.4.90
404589586.dcm,1.2.840.10008.1.2.4.90
1567326699.dcm,1.2.840.10008.1.2.4.70
1738295929.dcm,1.2.840.10008.1.2.4.70
647527495.dcm,1.2.840.10008.1.2.4.70
774922205.dcm,1.2.840.10008.1.2.4.70
2039399985.dcm,1.2.840.10008.1.2.4.70
2144248373.dcm,1.2.840.10008.1.2.4.70
250518053.dcm,1.2.840.10008.1.2.4.70
453488052.dcm,1.2.840.10008.1.2.4.70
920594041.dcm,1.2.840.10008.1.2.4.70
1148905441.dcm,1.2.840.10008.1.2.4.90
1826937028.dcm,1.2.840.10008.1.2.4.90
29817677.dcm,1.2.840.10008.1.2.4.90
492349206.dcm,1.2.840.10008.1.2.4.90
1653971446.dcm,1.2.840.10008.1.2.4.90
1738537911.dcm,1.2.840.10008.1.2.4.90
183697260.dcm,1.2.840.10008.1.2.4.90
458431763.dcm,1.2.840.10008.1.2.4.90
24000793.dcm,1.2.840.10008.1.2.4.90
43912191.dcm,1.2.840.10008.1.2.4.90
693921509.dcm,1.2.840.10008.1.2.4.90
920717462.dcm,1.2.840.10008.1.2.4.90
1035387047.dcm,1.2.840.10008.1.2.4.70
1312060516.dcm,1.2.840.10008.1.2.4.70
1324240386.dcm,1.2.840.10008.1.2.4.70
1339117131.dcm,1.2.840.10008.1.2.4.70
1499067355.dcm,1.2.840.10008.1.2.4.70
268663025.dcm,1.2.840.10008.1.2.4.70
113899262.dcm,1.2.840.10008.1.2.4.90
2007542971.dcm,1.2.840.10008.1.2.4.90
288204688.dcm,1.2.840.10008.1.2.4.90
647909997.dcm,1.2.840.10008.1.2.4.90
1056063754.dcm,1.2.840.10008.1.2.4.70
1859366745.dcm,1.2.840.10008.1.2.4.70
1988239915.dcm,1.2.840.10008.1.2.4.70
302915935.dcm,1.2.840.10008.1.2.4.70
1122259123.dcm,1.2.840.10008.1.2.4.70
1676748885.dcm,1.2.840.10008.1.2.4.70
282402171.dcm,1.2.840.10008.1.2.4.70
472338539.dcm,1.2.840.10008.1.2.4.70
1417640914.dcm,1.2.840.10008.1.2.4.90
1779682453.dcm,1.2.840.10008.1.2.4.90
2054811010.dcm,1.2.840.10008.1.2.4.90
355243809.dcm,1.2.840.10008.1.2.4.90
1106513663.dcm,1.2.840.10008.1.2.4.90
156311063.dcm,1.2.840.10008.1.2.4.90
1569753650.dcm,1.2.840.10008.1.2.4.90
64317883.dcm,1.2.840.10008.1.2.4.90
1869345817.dcm,1.2.840.10008.1.2.4.90
1925812665.dcm,1.2.840.10008.1.2.4.90
929073459.dcm,1.2.840.10008.1.2.4.90
964226218.dcm,1.2.840.10008.1.2.4.90
1381941810.dcm,1.2.840.10008.1.2.4.70
1620936092.dcm,1.2.840.10008.1.2.4.70
1719091407.dcm,1.2.840.10008.1.2.4.70
318226927.dcm,1.2.840.10008.1.2.4.70
1271573585.dcm,1.2.840.10008.1.2.4.70
1272513365.dcm,1.2.840.10008.1.2.4.70
1843096403.dcm,1.2.840.10008.1.2.4.70
1936826165.dcm,1.2.840.10008.1.2.4.70
1566681915.dcm,1.2.840.10008.1.2.4.90
264171349.dcm,1.2.840.10008.1.2.4.90
500210751.dcm,1.2.840.10008.1.2.4.90
599809899.dcm,1.2.840.10008.1.2.4.90
1585338313.dcm,1.2.840.10008.1.2.4.90
1778603605.dcm,1.2.840.10008.1.2.4.90
392263299.dcm,1.2.840.10008.1.2.4.90
641792702.dcm,1.2.840.10008.1.2.4.90
1351293355.dcm,1.2.840.10008.1.2.4.90
290329428.dcm,1.2.840.10008.1.2.4.90
632448935.dcm,1.2.840.10008.1.2.4.90
680231092.dcm,1.2.840.10008.1.2.4.90
1426500788.dcm,1.2.840.10008.1.2.4.90
1841090302.dcm,1.2.840.10008.1.2.4.90
2013086862.dcm,1.2.840.10008.1.2.4.90
638224303.dcm,1.2.840.10008.1.2.4.90
1185706707.dcm,1.2.840.10008.1.2.4.70
133661395.dcm,1.2.840.10008.1.2.4.70
463657726.dcm,1.2.840.10008.1.2.4.70
789696162.dcm,1.2.840.10008.1.2.4.70
1360068537.dcm,1.2.840.10008.1.2.4.90
1438245683.dcm,1.2.840.10008.1.2.4.90
2012203119.dcm,1.2.840.10008.1.2.4.90
5697709.dcm,1.2.840.10008.1.2.4.90
1113125875.dcm,1.2.840.10008.1.2.4.70
1547668985.dcm,1.2.840.10008.1.2.4.70
2075729018.dcm,1.2.840.10008.1.2.4.70
579135021.dcm,1.2.840.10008.1.2.4.70
1290552022.dcm,1.2.840.10008.1.2.4.70
460565604.dcm,1.2.840.10008.1.2.4.70
593561341.dcm,1.2.840.10008.1.2.4.70
636847368.dcm,1.2.840.10008.1.2.4.70
1642195034.dcm,1.2.840.10008.1.2.4.90
2135373440.dcm,1.2.840.10008.1.2.4.90
292418768.dcm,1.2.840.10008.1.2.4.90
846551092.dcm,1.2.840.10008.1.2.4.90
104280512.dcm,1.2.840.10008.1.2.4.90
1492272819.dcm,1.2.840.10008.1.2.4.90
386092437.dcm,1.2.840.10008.1.2.4.90
689189559.dcm,1.2.840.10008.1.2.4.90
125188896.dcm,1.2.840.10008.1.2.4.70
1295556691.dcm,1.2.840.10008.1.2.4.70
1810819087.dcm,1.2.840.10008.1.2.4.70
310740685.dcm,1.2.840.10008.1.2.4.70
36984668.dcm,1.2.840.10008.1.2.4.70
401975566.dcm,1.2.840.10008.1.2.4.70
1791661826.dcm,1.2.840.10008.1.2.4.70
1830055874.dcm,1.2.840.10008.1.2.4.70
80174805.dcm,1.2.840.10008.1.2.4.70
949169682.dcm,1.2.840.10008.1.2.4.70
257276940.dcm,1.2.840.10008.1.2.4.90
610792199.dcm,1.2.840.10008.1.2.4.90
831767569.dcm,1.2.840.10008.1.2.4.90
835777184.dcm,1.2.840.10008.1.2.4.90
1001037815.dcm,1.2.840.10008.1.2.4.70
1275651237.dcm,1.2.840.10008.1.2.4.70
1278232198.dcm,1.2.840.10008.1.2.4.70
1342875479.dcm,1.2.840.10008.1.2.4.70
790141828.dcm,1.2.840.10008.1.2.4.70
805443325.dcm,1.2.840.10008.1.2.4.70
84036784.dcm,1.2.840.10008.1.2.4.70
1195556021.dcm,1.2.840.10008.1.2.4.90
1505348565.dcm,1.2.840.10008.1.2.4.90
1883674110.dcm,1.2.840.10008.1.2.4.90
349448593.dcm,1.2.840.10008.1.2.4.90
1284927540.dcm,1.2.840.10008.1.2.4.70
1365323122.dcm,1.2.840.10008.1.2.4.70
1456731135.dcm,1.2.840.10008.1.2.4.70
1663817422.dcm,1.2.840.10008.1.2.4.70
1923648621.dcm,1.2.840.10008.1.2.4.70
1948782409.dcm,1.2.840.10008.1.2.4.70
2051385093.dcm,1.2.840.10008.1.2.4.70
211217982.dcm,1.2.840.10008.1.2.4.70
273488717.dcm,1.2.840.10008.1.2.4.70
319922391.dcm,1.2.840.10008.1.2.4.70
743777259.dcm,1.2.840.10008.1.2.4.70
968045886.dcm,1.2.840.10008.1.2.4.70
1369553208.dcm,1.2.840.10008.1.2.4.70
228917689.dcm,1.2.840.10008.1.2.4.70
926123104.dcm,1.2.840.10008.1.2.4.70
932053189.dcm,1.2.840.10008.1.2.4.70
1727377929.dcm,1.2.840.10008.1.2.4.70
198561138.dcm,1.2.840.10008.1.2.4.70
360763982.dcm,1.2.840.10008.1.2.4.70
922322028.dcm,1.2.840.10008.1.2.4.70
224197161.dcm,1.2.840.10008.1.2.4.90
472438541.dcm,1.2.840.10008.1.2.4.90
685702554.dcm,1.2.840.10008.1.2.4.90
815172899.dcm,1.2.840.10008.1.2.4.90
1337056429.dcm,1.2.840.10008.1.2.4.90
1638731798.dcm,1.2.840.10008.1.2.4.90
173391741.dcm,1.2.840.10008.1.2.4.90
309350130.dcm,1.2.840.10008.1.2.4.90
676344544.dcm,1.2.840.10008.1.2.4.90
1036904220.dcm,1.2.840.10008.1.2.4.90
1222071700.dcm,1.2.840.10008.1.2.4.90
1778136402.dcm,1.2.840.10008.1.2.4.90
1848822120.dcm,1.2.840.10008.1.2.4.90
1194524264.dcm,1.2.840.10008.1.2.4.90
1757717962.dcm,1.2.840.10008.1.2.4.90
1783572215.dcm,1.2.840.10008.1.2.4.90
482141133.dcm,1.2.840.10008.1.2.4.90
1007041887.dcm,1.2.840.10008.1.2.4.90
1589921483.dcm,1.2.840.10008.1.2.4.90
1975387318.dcm,1.2.840.10008.1.2.4.90
2022584518.dcm,1.2.840.10008.1.2.4.90
2027310904.dcm,1.2.840.10008.1.2.4.90
973166128.dcm,1.2.840.10008.1.2.4.90
1726717624.dcm,1.2.840.10008.1.2.4.90
1914484201.dcm,1.2.840.10008.1.2.4.90
410506932.dcm,1.2.840.10008.1.2.4.90
440278977.dcm,1.2.840.10008.1.2.4.90
1532841026.dcm,1.2.840.10008.1.2.4.70
164195334.dcm,1.2.840.10008.1.2.4.70
1660434599.dcm,1.2.840.10008.1.2.4.70
1950538456.dcm,1.2.840.10008.1.2.4.70
823801773.dcm,1.2.840.10008.1.2.4.70
1685578589.dcm,1.2.840.10008.1.2.4.70
199188105.dcm,1.2.840.10008.1.2.4.70
2143973131.dcm,1.2.840.10008.1.2.4.70
416600977.dcm,1.2.840.10008.1.2.4.70
1386978412.dcm,1.2.840.10008.1.2.4.70
530152346.dcm,1.2.840.10008.1.2.4.70
940555165.dcm,1.2.840.10008.1.2.4.70
962879394.dcm,1.2.840.10008.1.2.4.70
1310745132.dcm,1.2.840.10008.1.2.4.90
1782378065.dcm,1.2.840.10008.1.2.4.90
235238581.dcm,1.2.840.10008.1.2.4.90
755166795.dcm,1.2.840.10008.1.2.4.90
1192341934.dcm,1.2.840.10008.1.2.4.90
1289577001.dcm,1.2.840.10008.1.2.4.90
192871845.dcm,1.2.840.10008.1.2.4.90
793414898.dcm,1.2.840.10008.1.2.4.90
1484627499.dcm,1.2.840.10008.1.2.4.70
1505366769.dcm,1.2.840.10008.1.2.4.70
1630096830.dcm,1.2.840.10008.1.2.4.70
722888002.dcm,1.2.840.10008.1.2.4.70
104303580.dcm,1.2.840.10008.1.2.4.70
1198960107.dcm,1.2.840.10008.1.2.4.70
1440814072.dcm,1.2.840.10008.1.2.4.70
1494604667.dcm,1.2.840.10008.1.2.4.70
258476553.dcm,1.2.840.10008.1.2.4.70
428441752.dcm,1.2.840.10008.1.2.4.70
1191890529.dcm,1.2.840.10008.1.2.4.90
1241879051.dcm,1.2.840.10008.1.2.4.90
551129512.dcm,1.2.840.10008.1.2.4.90
887265831.dcm,1.2.840.10008.1.2.4.90
1079203207.dcm,1.2.840.10008.1.2.4.90
1302769640.dcm,1.2.840.10008.1.2.4.90
1305499843.dcm,1.2.840.10008.1.2.4.90
1341174109.dcm,1.2.840.10008.1.2.4.90
1118833862.dcm,1.2.840.10008.1.2.4.70
1251754184.dcm,1.2.840.10008.1.2.4.70
181885064.dcm,1.2.840.10008.1.2.4.70
569952011.dcm,1.2.840.10008.1.2.4.70
593686609.dcm,1.2.840.10008.1.2.4.70
594495248.dcm,1.2.840.10008.1.2.4.70
110803391.dcm,1.2.840.10008.1.2.4.90
1287040271.dcm,1.2.840.10008.1.2.4.90
434840400.dcm,1.2.840.10008.1.2.4.90
5753794.dcm,1.2.840.10008.1.2.4.90
1375953999.dcm,1.2.840.10008.1.2.4.90
1990201709.dcm,1.2.840.10008.1.2.4.90
2140879403.dcm,1.2.840.10008.1.2.4.90
229572732.dcm,1.2.840.10008.1.2.4.90
36771589.dcm,1.2.840.10008.1.2.4.90
74950104.dcm,1.2.840.10008.1.2.4.90
154975029.dcm,1.2.840.10008.1.2.4.90
1863108516.dcm,1.2.840.10008.1.2.4.90
2071683600.dcm,1.2.840.10008.1.2.4.90
688367772.dcm,1.2.840.10008.1.2.4.90
1299016188.dcm,1.2.840.10008.1.2.4.90
386440478.dcm,1.2.840.10008.1.2.4.90
736767711.dcm,1.2.840.10008.1.2.4.90
892007000.dcm,1.2.840.10008.1.2.4.90
1229964007.dcm,1.2.840.10008.1.2.4.90
1622598028.dcm,1.2.840.10008.1.2.4.90
1845133897.dcm,1.2.840.10008.1.2.4.90
273093464.dcm,1.2.840.10008.1.2.4.90
1005559617.dcm,1.2.840.10008.1.2.4.70
1814014828.dcm,1.2.840.10008.1.2.4.70
256282867.dcm,1.2.840.10008.1.2.4.70
573935520.dcm,1.2.840.10008.1.2.4.70
1046149748.dcm,1.2.840.10008.1.2.4.70
1272777722.dcm,1.2.840.10008.1.2.4.70
2121983429.dcm,1.2.840.10008.1.2.4.70
902887092.dcm,1.2.840.10008.1.2.4.70
1296669404.dcm,1.2.840.10008.1.2.4.70
1347538142.dcm,1.2.840.10008.1.2.4.70
825880036.dcm,1.2.840.10008.1.2.4.70
83194133.dcm,1.2.840.10008.1.2.4.70
1307814622.dcm,1.2.840.10008.1.2.4.70
623880060.dcm,1.2.840.10008.1.2.4.70
705901319.dcm,1.2.840.10008.1.2.4.70
826377066.dcm,1.2.840.10008.1.2.4.70
1393795902.dcm,1.2.840.10008.1.2.4.90
1403905450.dcm,1.2.840.10008.1.2.4.90
1499536377.dcm,1.2.840.10008.1.2.4.90
1564140742.dcm,1.2.840.10008.1.2.4.90
411538108.dcm,1.2.840.10008.1.2.4.90
1363300723.dcm,1.2.840.10008.1.2.4.90
189570205.dcm,1.2.840.10008.1.2.4.90
2058167700.dcm,1.2.840.10008.1.2.4.90
53214584.dcm,1.2.840.10008.1.2.4.90
1298700959.dcm,1.2.840.10008.1.2.4.90
134124677.dcm,1.2.840.10008.1.2.4.90
1895289721.dcm,1.2.840.10008.1.2.4.90
503492877.dcm,1.2.840.10008.1.2.4.90
1234645275.dcm,1.2.840.10008.1.2.4.70
1584830464.dcm,1.2.840.10008.1.2.4.70
203562424.dcm,1.2.840.10008.1.2.4.70
867972758.dcm,1.2.840.10008.1.2.4.70
141913252.dcm,1.2.840.10008.1.2.4.70
1705277057.dcm,1.2.840.10008.1.2.4.70
1838430826.dcm,1.2.840.10008.1.2.4.70
196339795.dcm,1.2.840.10008.1.2.4.70
1007282680.dcm,1.2.840.10008.1.2.4.70
1525295982.dcm,1.2.840.10008.1.2.4.70
1606501400.dcm,1.2.840.10008.1.2.4.70
1766531436.dcm,1.2.840.10008.1.2.4.70
1795882740.dcm,1.2.840.10008.1.2.4.70
336292156.dcm,1.2.840.10008.1.2.4.70
338077485.dcm,1.2.840.10008.1.2.4.70
410192672.dcm,1.2.840.10008.1.2.4.70
486827821.dcm,1.2.840.10008.1.2.4.70
749980594.dcm,1.2.840.10008.1.2.4.70
1463281434.dcm,1.2.840.10008.1.2.4.90
1740698994.dcm,1.2.840.10008.1.2.4.90
1830036109.dcm,1.2.840.10008.1.2.4.90
259019288.dcm,1.2.840.10008.1.2.4.90
66374088.dcm,1.2.840.10008.1.2.4.90
1024876401.dcm,1.2.840.10008.1.2.4.90
1041267749.dcm,1.2.840.10008.1.2.4.90
1374109542.dcm,1.2.840.10008.1.2.4.90
1932850466.dcm,1.2.840.10008.1.2.4.90
345896545.dcm,1.2.840.10008.1.2.4.70
442808339.dcm,1.2.840.10008.1.2.4.70
447716546.dcm,1.2.840.10008.1.2.4.70
739781139.dcm,1.2.840.10008.1.2.4.70
1419499216.dcm,1.2.840.10008.1.2.4.70
187244080.dcm,1.2.840.10008.1.2.4.70
54005983.dcm,1.2.840.10008.1.2.4.70
907512139.dcm,1.2.840.10008.1.2.4.70
1251063854.dcm,1.2.840.10008.1.2.4.70
234842188.dcm,1.2.840.10008.1.2.4.70
238763713.dcm,1.2.840.10008.1.2.4.70
505484216.dcm,1.2.840.10008.1.2.4.70
739383742.dcm,1.2.840.10008.1.2.4.70
909149901.dcm,1.2.840.10008.1.2.4.70
1037968752.dcm,1.2.840.10008.1.2.4.90
1192621322.dcm,1.2.840.10008.1.2.4.90
2101652651.dcm,1.2.840.10008.1.2.4.90
501459225.dcm,1.2.840.10008.1.2.4.90
1053152425.dcm,1.2.840.10008.1.2.4.70
1281880653.dcm,1.2.840.10008.1.2.4.70
580430558.dcm,1.2.840.10008.1.2.4.70
77527444.dcm,1.2.840.10008.1.2.4.70
1186223867.dcm,1.2.840.10008.1.2.4.70
124915689.dcm,1.2.840.10008.1.2.4.70
1348823621.dcm,1.2.840.10008.1.2.4.70
1359882106.dcm,1.2.840.10008.1.2.4.70
440655856.dcm,1.2.840.10008.1.2.4.70
50298750.dcm,1.2.840.10008.1.2.4.70
1118697829.dcm,1.2.840.10008.1.2.4.70
1570849975.dcm,1.2.840.10008.1.2.4.70
2049922253.dcm,1.2.840.10008.1.2.4.70
2069115833.dcm,1.2.840.10008.1.2.4.70
576513755.dcm,1.2.840.10008.1.2.4.70
854882978.dcm,1.2.840.10008.1.2.4.70
1012079287.dcm,1.2.840.10008.1.2.4.90
1279487731.dcm,1.2.840.10008.1.2.4.90
1310405963.dcm,1.2.840.10008.1.2.4.90
1648382922.dcm,1.2.840.10008.1.2.4.90
1052941735.dcm,1.2.840.10008.1.2.4.90
18780877.dcm,1.2.840.10008.1.2.4.90
1912425849.dcm,1.2.840.10008.1.2.4.90
327198035.dcm,1.2.840.10008.1.2.4.90
1083863974.dcm,1.2.840.10008.1.2.4.90
1406129377.dcm,1.2.840.10008.1.2.4.90
475311343.dcm,1.2.840.10008.1.2.4.90
507281752.dcm,1.2.840.10008.1.2.4.90
928674320.dcm,1.2.840.10008.1.2.4.90
1289850043.dcm,1.2.840.10008.1.2.4.70
1299939856.dcm,1.2.840.10008.1.2.4.70
1469344511.dcm,1.2.840.10008.1.2.4.70
2125397655.dcm,1.2.840.10008.1.2.4.70
1273553741.dcm,1.2.840.10008.1.2.4.90
1463768909.dcm,1.2.840.10008.1.2.4.90
269069700.dcm,1.2.840.10008.1.2.4.90
590418742.dcm,1.2.840.10008.1.2.4.90
1148868593.dcm,1.2.840.10008.1.2.4.90
1240812304.dcm,1.2.840.10008.1.2.4.90
1638439182.dcm,1.2.840.10008.1.2.4.90
326150172.dcm,1.2.840.10008.1.2.4.90
456255974.dcm,1.2.840.10008.1.2.4.90
109067210.dcm,1.2.840.10008.1.2.4.90
1279765433.dcm,1.2.840.10008.1.2.4.90
1855873827.dcm,1.2.840.10008.1.2.4.90
276838772.dcm,1.2.840.10008.1.2.4.90
513383187.dcm,1.2.840.10008.1.2.4.90
1763611111.dcm,1.2.840.10008.1.2.4.70
291825768.dcm,1.2.840.10008.1.2.4.70
555509286.dcm,1.2.840.10008.1.2.4.70
852962359.dcm,1.2.840.10008.1.2.4.70
104693931.dcm,1.2.840.10008.1.2.4.70
1389037743.dcm,1.2.840.10008.1.2.4.70
1520295331.dcm,1.2.840.10008.1.2.4.70
2030850520.dcm,1.2.840.10008.1.2.4.70
2146326410.dcm,1.2.840.10008.1.2.4.70
322539523.dcm,1.2.840.10008.1.2.4.70
785945334.dcm,1.2.840.10008.1.2.4.70
126463743.dcm,1.2.840.10008.1.2.4.70
1675362876.dcm,1.2.840.10008.1.2.4.70
774304497.dcm,1.2.840.10008.1.2.4.70
810475404.dcm,1.2.840.10008.1.2.4.70
1065955375.dcm,1.2.840.10008.1.2.4.90
2061758355.dcm,1.2.840.10008.1.2.4.90
793003263.dcm,1.2.840.10008.1.2.4.90
894416027.dcm,1.2.840.10008.1.2.4.90
1017535266.dcm,1.2.840.10008.1.2.4.90
1799730356.dcm,1.2.840.10008.1.2.4.90
327318098.dcm,1.2.840.10008.1.2.4.90
550745375.dcm,1.2.840.10008.1.2.4.90
1505851773.dcm,1.2.840.10008.1.2.4.90
2110177776.dcm,1.2.840.10008.1.2.4.90
705237645.dcm,1.2.840.10008.1.2.4.90
993242356.dcm,1.2.840.10008.1.2.4.90
104895682.dcm,1.2.840.10008.1.2.4.70
147744950.dcm,1.2.840.10008.1.2.4.70
1545730971.dcm,1.2.840.10008.1.2.4.70
1671590118.dcm,1.2.840.10008.1.2.4.70
1521971009.dcm,1.2.840.10008.1.2.4.90
1580606234.dcm,1.2.840.10008.1.2.4.90
1844954932.dcm,1.2.840.10008.1.2.4.90
502546996.dcm,1.2.840.10008.1.2.4.90
133025892.dcm,1.2.840.10008.1.2.4.70
161503030.dcm,1.2.840.10008.1.2.4.70
1959421205.dcm,1.2.840.10008.1.2.4.70
2092263772.dcm,1.2.840.10008.1.2.4.70
330079921.dcm,1.2.840.10008.1.2.4.70
1055371457.dcm,1.2.840.10008.1.2.4.90
1212650196.dcm,1.2.840.10008.1.2.4.90
1460700957.dcm,1.2.840.10008.1.2.4.90
1911061867.dcm,1.2.840.10008.1.2.4.90
1019334424.dcm,1.2.840.10008.1.2.4.70
1136876919.dcm,1.2.840.10008.1.2.4.70
1177710197.dcm,1.2.840.10008.1.2.4.70
2094318144.dcm,1.2.840.10008.1.2.4.70
277280338.dcm,1.2.840.10008.1.2.4.70
306711091.dcm,1.2.840.10008.1.2.4.70
37404453.dcm,1.2.840.10008.1.2.4.70
452919479.dcm,1.2.840.10008.1.2.4.70
752906101.dcm,1.2.840.10008.1.2.4.70
94379431.dcm,1.2.840.10008.1.2.4.70
1008790576.dcm,1.2.840.10008.1.2.4.70
1056265302.dcm,1.2.840.10008.1.2.4.70
1444164845.dcm,1.2.840.10008.1.2.4.70
1474527718.dcm,1.2.840.10008.1.2.4.70
1640307596.dcm,1.2.840.10008.1.2.4.90
1827956198.dcm,1.2.840.10008.1.2.4.90
336046667.dcm,1.2.840.10008.1.2.4.90
358752984.dcm,1.2.840.10008.1.2.4.90
1644220724.dcm,1.2.840.10008.1.2.4.70
2124059697.dcm,1.2.840.10008.1.2.4.70
402067454.dcm,1.2.840.10008.1.2.4.70
575076072.dcm,1.2.840.10008.1.2.4.70
934740037.dcm,1.2.840.10008.1.2.4.70
267800135.dcm,1.2.840.10008.1.2.4.90
461067333.dcm,1.2.840.10008.1.2.4.90
691426347.dcm,1.2.840.10008.1.2.4.90
992001602.dcm,1.2.840.10008.1.2.4.90
1558209175.dcm,1.2.840.10008.1.2.4.90
1657616104.dcm,1.2.840.10008.1.2.4.90
321910247.dcm,1.2.840.10008.1.2.4.90
452270748.dcm,1.2.840.10008.1.2.4.90
728704457.dcm,1.2.840.10008.1.2.4.90
1500817799.dcm,1.2.840.10008.1.2.4.90
1849430822.dcm,1.2.840.10008.1.2.4.90
419677821.dcm,1.2.840.10008.1.2.4.90
949993823.dcm,1.2.840.10008.1.2.4.90
1161274778.dcm,1.2.840.10008.1.2.4.70
1667805972.dcm,1.2.840.10008.1.2.4.70
1784766914.dcm,1.2.840.10008.1.2.4.70
1785591182.dcm,1.2.840.10008.1.2.4.70
1919542840.dcm,1.2.840.10008.1.2.4.70
2057018586.dcm,1.2.840.10008.1.2.4.70
795534080.dcm,1.2.840.10008.1.2.4.70
1134141392.dcm,1.2.840.10008.1.2.4.90
